MSC_41896.0,0
MSC_76714.0,0
MSC_43135.0,6
MSC_51749.0,4
MSC_65190.0,6
MSC_63162.0,0
MSC_49932.0,0
MSC_59404.0,6
MSC_51224.0,0
MSC_79744.0,0
MSC_55809.0,5
MSC_86410.0,6
MSC_47761.0,0
MSC_60093.0,5
MSC_82027.0,5
MSC_23326.0,4
MSC_41568.0,0
MSC_60477.0,6
MSC_86734.0,4
MSC_59831.0,1
MSC_65191.0,0
MSC_84469.0,0
MSC_76278.0,5
MSC_40890.0,0
MSC_87442.0,0
MSC_56926.0,6
MSC_75583.0,5
MSC_86585.0,3
MSC_21799.0,6
MSC_72012.0,5
MSC_64202.0,1
MSC_81320.0,0
MSC_88931.0,0
MSC_80775.0,6
MSC_28778.0,6
MSC_69517.0,2
MSC_71609.0,6
MSC_22807.0,6
MSC_83323.0,5
MSC_23902.0,5
MSC_88592.0,0
MSC_56388.0,4
MSC_63639.0,0
MSC_90605.0,5
MSC_38885.0,4
MSC_62217.0,5
MSC_27428.0,4
MSC_34291.0,5
MSC_68687.0,4
MSC_43228.0,0
MSC_73399.0,3
MSC_40194.0,5
MSC_57129.0,0
MSC_28078.0,6
MSC_79070.0,4
MSC_22241.0,6
MSC_66011.0,4
MSC_66919.0,0
MSC_49719.0,6
MSC_83084.0,0
MSC_32972.0,6
MSC_45212.0,5
MSC_50419.0,6
MSC_57224.0,0
MSC_80500.0,5
MSC_42466.0,2
MSC_89692.0,5
MSC_56524.0,4
MSC_64948.0,5
MSC_56192.0,6
MSC_60878.0,5
MSC_37645.0,2
MSC_66010.0,6
MSC_68756.0,6
MSC_60691.0,1
MSC_20675.0,4
MSC_73210.0,0
MSC_35838.0,6
MSC_65163.0,1
MSC_57056.0,5
MSC_51020.0,5
MSC_24214.0,4
MSC_53791.0,0
MSC_88222.0,5
MSC_51338.0,4
MSC_62734.0,5
MSC_91655.0,5
MSC_32447.0,6
MSC_66499.0,6
MSC_40226.0,0
MSC_61484.0,4
MSC_81496.0,2
MSC_45251.0,5
MSC_79123.0,0
MSC_45917.0,4
MSC_42550.0,5
MSC_90567.0,6
MSC_91173.0,6
MSC_21048.0,4
MSC_27758.0,5
MSC_62613.0,5
MSC_56154.0,0
MSC_73278.0,6
MSC_89376.0,5
MSC_89421.0,0
MSC_30126.0,4
MSC_65849.0,6
MSC_47617.0,0
MSC_81850.0,3
MSC_51412.0,0
MSC_39901.0,5
MSC_70529.0,5
MSC_22707.0,6
MSC_72859.0,6
MSC_72951.0,6
MSC_88858.0,6
MSC_30993.0,5
MSC_58858.0,0
MSC_67926.0,5
MSC_31384.0,0
MSC_82816.0,6
MSC_32162.0,6
MSC_71840.0,5
MSC_31721.0,4
MSC_21763.0,3
MSC_61851.0,4
MSC_79407.0,6
MSC_66717.0,5
MSC_91651.0,0
MSC_70510.0,4
MSC_32097.0,5
MSC_49931.0,5
MSC_71297.0,4
MSC_45946.0,2
MSC_47858.0,6
MSC_29059.0,4
MSC_49184.0,4
MSC_83610.0,0
MSC_39788.0,3
MSC_72728.0,5
MSC_70501.0,6
MSC_34567.0,5
MSC_81176.0,5
MSC_58982.0,5
MSC_43531.0,4
MSC_75108.0,6
MSC_81603.0,5
MSC_65655.0,6
MSC_62815.0,0
MSC_64340.0,0
MSC_45725.0,6
MSC_71287.0,5
MSC_21073.0,0
MSC_37100.0,0
MSC_86377.0,6
MSC_50146.0,0
MSC_33538.0,6
MSC_62000.0,0
MSC_46303.0,0
MSC_77917.0,1
MSC_52871.0,6
MSC_59880.0,6
MSC_66124.0,5
MSC_58721.0,4
MSC_38670.0,6
MSC_75187.0,5
MSC_84965.0,0
MSC_67227.0,6
MSC_87238.0,6
MSC_35473.0,4
MSC_47794.0,0
MSC_43837.0,0
MSC_74090.0,6
MSC_65555.0,6
MSC_37380.0,4
MSC_78939.0,4
MSC_40523.0,2
MSC_40561.0,6
MSC_48434.0,5
MSC_45733.0,0
MSC_69721.0,0
MSC_32876.0,6
MSC_51064.0,2
MSC_28523.0,4
MSC_79608.0,4
MSC_49541.0,5
MSC_55774.0,5
MSC_87918.0,0
MSC_68166.0,5
MSC_50197.0,4
MSC_43616.0,1
MSC_39475.0,5
MSC_26534.0,0
MSC_57161.0,6
MSC_83665.0,4
MSC_78812.0,6
MSC_36880.0,5
MSC_87977.0,2
MSC_86554.0,5
MSC_44546.0,0
MSC_30376.0,4
MSC_20184.0,5
MSC_90167.0,6
MSC_79734.0,4
MSC_57045.0,5
MSC_46765.0,0
MSC_55532.0,0
MSC_63221.0,6
MSC_43088.0,6
MSC_44020.0,0
MSC_63334.0,5
MSC_88809.0,6
MSC_70700.0,4
MSC_53763.0,5
MSC_65316.0,6
MSC_48587.0,2
MSC_64773.0,6
MSC_45710.0,6
MSC_86375.0,2
MSC_89194.0,5
MSC_37140.0,6
MSC_70404.0,0
MSC_31932.0,5
MSC_28651.0,5
MSC_55974.0,5
MSC_35107.0,1
MSC_44792.0,0
MSC_81930.0,3
MSC_86817.0,0
MSC_42818.0,4
MSC_61886.0,5
MSC_39231.0,6
MSC_89446.0,6
MSC_47037.0,6
MSC_67437.0,0
MSC_27195.0,4
MSC_63688.0,0
MSC_49767.0,5
MSC_76296.0,0
MSC_24491.0,6
MSC_58698.0,3
MSC_37859.0,0
MSC_50347.0,6
MSC_43774.0,0
MSC_82892.0,5
MSC_32378.0,6
MSC_41817.0,1
MSC_26277.0,0
MSC_72149.0,4
MSC_80796.0,6
MSC_77123.0,6
MSC_40431.0,1
MSC_77701.0,4
MSC_23666.0,0
MSC_58095.0,6
MSC_68004.0,6
MSC_63015.0,5
MSC_64737.0,4
MSC_32269.0,0
MSC_60043.0,4
MSC_62071.0,0
MSC_86356.0,6
MSC_83326.0,4
MSC_38414.0,2
MSC_60544.0,6
MSC_37085.0,0
MSC_38561.0,0
MSC_63890.0,6
MSC_42333.0,5
MSC_75402.0,6
MSC_80261.0,4
MSC_54030.0,6
MSC_37923.0,0
MSC_91462.0,6
MSC_24312.0,6
MSC_71819.0,1
MSC_48045.0,6
MSC_84077.0,6
MSC_64573.0,5
MSC_50923.0,0
MSC_28236.0,3
MSC_80999.0,1
MSC_62889.0,0
MSC_41130.0,0
MSC_63102.0,2
MSC_25144.0,5
MSC_21350.0,0
MSC_63830.0,1
MSC_20432.0,6
MSC_62376.0,0
MSC_60201.0,2
MSC_21845.0,5
MSC_37751.0,4
MSC_68411.0,4
MSC_37483.0,4
MSC_20104.0,1
MSC_90645.0,4
MSC_72697.0,5
MSC_87321.0,4
MSC_52299.0,4
MSC_33148.0,4
MSC_26346.0,2
MSC_47286.0,4
MSC_70536.0,6
MSC_86324.0,5
MSC_23628.0,0
MSC_32088.0,0
MSC_58718.0,6
MSC_61040.0,4
MSC_64257.0,4
MSC_65427.0,5
MSC_79279.0,6
MSC_49401.0,0
MSC_75242.0,0
MSC_76471.0,0
MSC_52575.0,6
MSC_48568.0,5
MSC_39719.0,0
MSC_74902.0,0
MSC_85192.0,0
MSC_21393.0,2
MSC_62550.0,6
MSC_88393.0,4
MSC_36492.0,2
MSC_83688.0,4
MSC_43402.0,0
MSC_43171.0,0
MSC_71950.0,6
MSC_57695.0,2
MSC_31091.0,0
MSC_89214.0,6
MSC_72322.0,4
MSC_70675.0,0
MSC_23913.0,6
MSC_58590.0,0
MSC_23559.0,1
MSC_69497.0,5
MSC_27918.0,1
MSC_34831.0,0
MSC_66501.0,4
MSC_65259.0,0
MSC_89009.0,5
MSC_24651.0,2
MSC_47484.0,0
MSC_25364.0,1
MSC_80406.0,5
MSC_88963.0,5
MSC_40719.0,0
MSC_56690.0,6
MSC_51663.0,6
MSC_59561.0,6
MSC_59231.0,6
MSC_35488.0,4
MSC_46201.0,0
MSC_64808.0,4
MSC_20279.0,5
MSC_43252.0,6
MSC_22042.0,6
MSC_65131.0,0
MSC_38851.0,4
MSC_29760.0,6
MSC_36099.0,6
MSC_60290.0,6
MSC_35753.0,5
MSC_87880.0,6
MSC_43886.0,5
MSC_26471.0,6
MSC_20350.0,6
MSC_62394.0,5
MSC_53890.0,5
MSC_20193.0,1
MSC_46396.0,4
MSC_84558.0,5
MSC_50806.0,1
MSC_64636.0,5
MSC_41361.0,5
MSC_57590.0,5
MSC_74662.0,0
MSC_51333.0,0
MSC_73417.0,4
MSC_83178.0,0
MSC_48740.0,0
MSC_39122.0,5
MSC_24925.0,4
MSC_74169.0,1
MSC_87653.0,5
MSC_66754.0,2
MSC_59687.0,0
MSC_59819.0,5
MSC_62605.0,6
MSC_30937.0,5
MSC_36052.0,5
MSC_34247.0,4
MSC_21122.0,0
MSC_20686.0,0
MSC_64752.0,4
MSC_51822.0,4
MSC_62557.0,4
MSC_46375.0,5
MSC_33139.0,1
MSC_20781.0,4
MSC_62905.0,4
MSC_45896.0,0
MSC_39591.0,4
MSC_63439.0,0
MSC_41659.0,4
MSC_33260.0,4
MSC_22670.0,6
MSC_74464.0,6
MSC_89394.0,5
MSC_38367.0,3
MSC_59227.0,2
MSC_74769.0,4
MSC_84205.0,5
MSC_71113.0,0
MSC_50674.0,6
MSC_86662.0,0
MSC_79618.0,0
MSC_29410.0,0
MSC_66321.0,0
MSC_79664.0,5
MSC_50149.0,0
MSC_65136.0,5
MSC_20594.0,0
MSC_60179.0,0
MSC_55476.0,0
MSC_52520.0,2
MSC_51457.0,5
MSC_69183.0,6
MSC_46720.0,5
MSC_32068.0,4
MSC_75906.0,0
MSC_22582.0,5
MSC_83724.0,4
MSC_31737.0,6
MSC_88917.0,6
MSC_42835.0,6
MSC_49639.0,6
MSC_21209.0,6
MSC_65061.0,0
MSC_59249.0,6
MSC_53826.0,0
MSC_83613.0,0
MSC_39479.0,5
MSC_56339.0,2
MSC_22243.0,0
MSC_64569.0,5
MSC_38082.0,6
MSC_91195.0,4
MSC_21479.0,0
MSC_76817.0,1
MSC_81118.0,3
MSC_59120.0,4
MSC_25422.0,4
MSC_44677.0,5
MSC_82188.0,0
MSC_26762.0,6
MSC_48652.0,6
MSC_61717.0,5
MSC_80768.0,3
MSC_37281.0,1
MSC_74995.0,6
MSC_41250.0,4
MSC_57675.0,6
MSC_86065.0,0
MSC_74666.0,3
MSC_74861.0,3
MSC_53527.0,6
MSC_45752.0,3
MSC_36908.0,5
MSC_50302.0,0
MSC_25591.0,6
MSC_49856.0,6
MSC_51367.0,5
MSC_28110.0,6
MSC_89168.0,5
MSC_21615.0,0
MSC_44850.0,4
MSC_54934.0,2
MSC_75291.0,5
MSC_68165.0,4
MSC_48612.0,6
MSC_32628.0,6
MSC_44983.0,5
MSC_23402.0,4
MSC_86444.0,5
MSC_82480.0,0
MSC_28471.0,6
MSC_68663.0,4
MSC_36164.0,0
MSC_21716.0,6
MSC_36075.0,5
MSC_81261.0,6
MSC_67056.0,0
MSC_49171.0,0
MSC_34774.0,4
MSC_67316.0,4
MSC_29810.0,6
MSC_50732.0,4
MSC_22006.0,0
MSC_73466.0,0
MSC_36406.0,6
MSC_42214.0,6
MSC_61577.0,6
MSC_43626.0,4
MSC_51035.0,5
MSC_69477.0,4
MSC_68747.0,5
MSC_28376.0,0
MSC_72684.0,0
MSC_53821.0,4
MSC_47589.0,6
MSC_30067.0,0
MSC_45235.0,6
MSC_30538.0,0
MSC_62799.0,0
MSC_71804.0,5
MSC_39836.0,6
MSC_22658.0,0
MSC_70461.0,0
MSC_51027.0,0
MSC_29032.0,1
MSC_52404.0,6
MSC_51536.0,6
MSC_38744.0,0
MSC_72310.0,6
MSC_77934.0,0
MSC_43770.0,6
MSC_43923.0,6
MSC_33411.0,5
MSC_52937.0,4
MSC_90331.0,2
MSC_23677.0,0
MSC_68179.0,5
MSC_34714.0,4
MSC_32771.0,4
MSC_76246.0,6
MSC_76658.0,0
MSC_45339.0,5
MSC_57802.0,6
MSC_32218.0,0
MSC_22906.0,5
MSC_54249.0,5
MSC_62835.0,4
MSC_67344.0,4
MSC_59931.0,5
MSC_28226.0,2
MSC_90789.0,0
MSC_78517.0,6
MSC_55355.0,5
MSC_62957.0,4
MSC_81993.0,6
MSC_39985.0,0
MSC_58142.0,1
MSC_49042.0,6
MSC_34155.0,5
MSC_42031.0,5
MSC_57019.0,0
MSC_90170.0,0
MSC_54360.0,1
MSC_71774.0,5
MSC_46824.0,0
MSC_88096.0,6
MSC_69156.0,0
MSC_58486.0,0
MSC_80750.0,0
MSC_65260.0,6
MSC_32660.0,5
MSC_40009.0,5
MSC_27764.0,6
MSC_82933.0,4
MSC_48216.0,2
MSC_88720.0,6
MSC_75034.0,6
MSC_36461.0,0
MSC_91175.0,6
MSC_79177.0,6
MSC_80035.0,4
MSC_69276.0,0
MSC_43471.0,6
MSC_39834.0,6
MSC_34588.0,6
MSC_55095.0,4
MSC_38648.0,6
MSC_74390.0,4
MSC_72797.0,1
MSC_78400.0,5
MSC_28296.0,4
MSC_37812.0,0
MSC_72585.0,0
MSC_55458.0,4
MSC_85197.0,6
MSC_75293.0,6
MSC_60253.0,5
MSC_66642.0,5
MSC_51914.0,0
MSC_62927.0,6
MSC_30386.0,4
MSC_87883.0,6
MSC_25107.0,0
MSC_32620.0,5
MSC_68298.0,0
MSC_61300.0,6
MSC_81215.0,6
MSC_78792.0,4
MSC_59619.0,5
MSC_89841.0,5
MSC_75545.0,2
MSC_34069.0,6
MSC_90985.0,4
MSC_62350.0,0
MSC_20393.0,6
MSC_77226.0,4
MSC_77195.0,4
MSC_59906.0,6
MSC_88921.0,0
MSC_26330.0,6
MSC_76822.0,1
MSC_50258.0,0
MSC_66053.0,5
MSC_45800.0,2
MSC_20520.0,0
MSC_20924.0,0
MSC_86402.0,0
MSC_28232.0,6
MSC_46699.0,0
MSC_40855.0,0
MSC_47323.0,0
MSC_49462.0,6
MSC_64389.0,4
MSC_69379.0,4
MSC_86013.0,6
MSC_50119.0,0
MSC_44897.0,4
MSC_44763.0,2
MSC_54519.0,6
MSC_85618.0,5
MSC_65621.0,0
MSC_23532.0,6
MSC_71683.0,4
MSC_62980.0,4
MSC_20971.0,4
MSC_44924.0,6
MSC_90739.0,5
MSC_86516.0,0
MSC_45821.0,2
MSC_66449.0,0
MSC_52308.0,6
MSC_91203.0,6
MSC_78220.0,0
MSC_65582.0,6
MSC_44735.0,3
MSC_88229.0,5
MSC_34183.0,1
MSC_79476.0,4
MSC_27733.0,6
MSC_72713.0,6
MSC_34719.0,1
MSC_75967.0,4
MSC_39157.0,6
MSC_49236.0,1
MSC_77597.0,0
MSC_58875.0,0
MSC_49605.0,5
MSC_77885.0,5
MSC_85240.0,0
MSC_60415.0,3
MSC_32266.0,0
MSC_89979.0,0
MSC_69228.0,6
MSC_30012.0,6
MSC_33988.0,4
MSC_67898.0,3
MSC_57854.0,0
MSC_38120.0,0
MSC_72378.0,6
MSC_20166.0,0
MSC_85758.0,6
MSC_78485.0,0
MSC_71185.0,6
MSC_69921.0,2
MSC_39140.0,0
MSC_28472.0,6
MSC_81608.0,5
MSC_85447.0,6
MSC_73875.0,3
MSC_43009.0,6
MSC_86384.0,4
MSC_79303.0,6
MSC_79984.0,1
MSC_46834.0,5
MSC_23451.0,4
MSC_55504.0,3
MSC_57121.0,2
MSC_59078.0,1
MSC_27997.0,6
MSC_20943.0,4
MSC_41238.0,6
MSC_75708.0,4
MSC_79962.0,0
MSC_38079.0,1
MSC_75434.0,6
MSC_52079.0,0
MSC_48100.0,0
MSC_53277.0,4
MSC_55757.0,5
MSC_24505.0,0
MSC_52217.0,6
MSC_27554.0,6
MSC_62747.0,0
MSC_55435.0,0
MSC_37313.0,2
MSC_62532.0,4
MSC_75608.0,5
MSC_49366.0,6
MSC_61235.0,0
MSC_68793.0,6
MSC_86563.0,4
MSC_57401.0,0
MSC_62617.0,0
MSC_39823.0,0
MSC_56497.0,6
MSC_54978.0,0
MSC_42577.0,6
MSC_34256.0,6
MSC_44418.0,2
MSC_39018.0,5
MSC_38510.0,6
MSC_74598.0,6
MSC_56532.0,0
MSC_23621.0,6
MSC_76649.0,0
MSC_20047.0,4
MSC_24074.0,6
MSC_30569.0,6
MSC_21060.0,5
MSC_62329.0,6
MSC_90201.0,0
MSC_90420.0,6
MSC_26938.0,0
MSC_72977.0,5
MSC_78423.0,5
MSC_63543.0,2
MSC_31738.0,3
MSC_62878.0,5
MSC_65652.0,0
MSC_88745.0,3
MSC_77255.0,4
MSC_47876.0,5
MSC_87366.0,6
MSC_86254.0,6
MSC_63048.0,0
MSC_64919.0,4
MSC_36861.0,0
MSC_79804.0,6
MSC_70918.0,0
MSC_77396.0,0
MSC_25864.0,0
MSC_66860.0,6
MSC_55243.0,6
MSC_42636.0,0
MSC_77517.0,5
MSC_47655.0,2
MSC_71052.0,5
MSC_63584.0,0
MSC_85944.0,4
MSC_21561.0,6
MSC_79445.0,5
MSC_29544.0,5
MSC_77826.0,6
MSC_30932.0,5
MSC_26847.0,5
MSC_64794.0,0
MSC_30732.0,5
MSC_59572.0,5
MSC_90265.0,6
MSC_79411.0,6
MSC_79945.0,0
MSC_37378.0,0
MSC_73171.0,0
MSC_82047.0,3
MSC_54127.0,0
MSC_52035.0,0
MSC_67078.0,2
MSC_73492.0,0
MSC_80703.0,6
MSC_21985.0,6
MSC_91245.0,4
MSC_35987.0,6
MSC_78900.0,0
MSC_86491.0,5
MSC_72727.0,2
MSC_77181.0,4
MSC_62988.0,6
MSC_83853.0,4
MSC_53241.0,1
MSC_54469.0,6
MSC_66274.0,0
MSC_89789.0,0
MSC_79320.0,5
MSC_44567.0,0
MSC_87952.0,5
MSC_52827.0,1
MSC_48244.0,5
MSC_33677.0,0
MSC_71889.0,3
MSC_60807.0,1
MSC_53940.0,5
MSC_25619.0,6
MSC_32963.0,3
MSC_89344.0,1
MSC_65950.0,6
MSC_82615.0,4
MSC_54128.0,3
MSC_40641.0,4
MSC_57296.0,1
MSC_47816.0,6
MSC_82048.0,5
MSC_56039.0,6
MSC_80355.0,6
MSC_63283.0,5
MSC_22985.0,4
MSC_77927.0,5
MSC_50152.0,4
MSC_85922.0,4
MSC_82758.0,0
MSC_85983.0,4
MSC_53456.0,5
MSC_58614.0,6
MSC_53173.0,0
MSC_58622.0,0
MSC_24924.0,6
MSC_80086.0,5
MSC_75537.0,5
MSC_72556.0,0
MSC_49822.0,0
MSC_89133.0,0
MSC_69371.0,6
MSC_43490.0,0
MSC_32460.0,5
MSC_89656.0,5
MSC_30013.0,4
MSC_42475.0,4
MSC_48206.0,5
MSC_35577.0,6
MSC_56411.0,5
MSC_58006.0,6
MSC_63797.0,4
MSC_44803.0,4
MSC_69339.0,4
MSC_71476.0,2
MSC_21784.0,0
MSC_42702.0,6
MSC_70137.0,1
MSC_90406.0,2
MSC_24186.0,0
MSC_48168.0,4
MSC_22938.0,4
MSC_35059.0,4
MSC_65416.0,0
MSC_48047.0,6
MSC_45876.0,4
MSC_71007.0,4
MSC_69816.0,0
MSC_20999.0,6
MSC_74672.0,0
MSC_76900.0,5
MSC_61288.0,0
MSC_66651.0,5
MSC_53707.0,0
MSC_74533.0,6
MSC_27873.0,6
MSC_84574.0,6
MSC_48241.0,3
MSC_64189.0,0
MSC_58947.0,4
MSC_36381.0,6
MSC_83243.0,6
MSC_46105.0,4
MSC_63200.0,5
MSC_40633.0,6
MSC_29491.0,0
MSC_83518.0,0
MSC_73366.0,0
MSC_72033.0,4
MSC_28520.0,6
MSC_69145.0,5
MSC_29198.0,6
MSC_20481.0,4
MSC_28993.0,4
MSC_90040.0,6
MSC_86325.0,5
MSC_80398.0,4
MSC_91591.0,6
MSC_87698.0,6
MSC_68626.0,0
MSC_62872.0,4
MSC_34116.0,6
MSC_29559.0,5
MSC_41116.0,0
MSC_36318.0,6
MSC_55908.0,6
MSC_55250.0,0
MSC_84829.0,6
MSC_55088.0,6
MSC_32839.0,6
MSC_54297.0,4
MSC_86802.0,1
MSC_72528.0,4
MSC_71238.0,6
MSC_87555.0,0
MSC_51589.0,1
MSC_46719.0,6
MSC_38881.0,0
MSC_91621.0,5
MSC_58581.0,5
MSC_28822.0,0
MSC_50807.0,3
MSC_42002.0,0
MSC_43073.0,0
MSC_47050.0,6
MSC_37648.0,6
MSC_56982.0,5
MSC_71865.0,0
MSC_42956.0,5
MSC_27334.0,3
MSC_26461.0,5
MSC_22933.0,5
MSC_30631.0,5
MSC_50327.0,2
MSC_72414.0,6
MSC_88992.0,4
MSC_58456.0,4
MSC_77654.0,5
MSC_22025.0,0
MSC_54244.0,6
MSC_32909.0,4
MSC_51951.0,4
MSC_82062.0,6
MSC_61874.0,1
MSC_22333.0,5
MSC_28524.0,5
MSC_64211.0,6
MSC_54626.0,3
MSC_45111.0,4
MSC_77626.0,2
MSC_30128.0,4
MSC_71721.0,0
MSC_48139.0,6
MSC_52709.0,3
MSC_20277.0,4
MSC_65452.0,6
MSC_66935.0,4
MSC_84633.0,0
MSC_71459.0,5
MSC_31097.0,6
MSC_44826.0,4
MSC_60933.0,5
MSC_66342.0,0
MSC_70562.0,5
MSC_50556.0,6
MSC_54457.0,0
MSC_48055.0,0
MSC_32370.0,5
MSC_45006.0,6
MSC_20917.0,5
MSC_86464.0,3
MSC_48692.0,6
MSC_21868.0,4
MSC_42983.0,1
MSC_44491.0,5
MSC_50703.0,6
MSC_88112.0,0
MSC_53489.0,5
MSC_79913.0,6
MSC_67887.0,3
MSC_49836.0,5
MSC_74317.0,4
MSC_42292.0,0
MSC_50563.0,6
MSC_70374.0,5
MSC_37995.0,1
MSC_46250.0,4
MSC_55132.0,0
MSC_46268.0,0
MSC_71229.0,0
MSC_90171.0,5
MSC_90575.0,4
MSC_62464.0,0
MSC_88439.0,6
MSC_85416.0,0
MSC_32683.0,4
MSC_31275.0,0
MSC_21978.0,6
MSC_45490.0,0
MSC_46504.0,4
MSC_69351.0,0
MSC_73019.0,4
MSC_46695.0,0
MSC_42275.0,6
MSC_48159.0,6
MSC_34082.0,0
MSC_58245.0,1
MSC_78065.0,1
MSC_39890.0,5
MSC_57916.0,0
MSC_89918.0,0
MSC_78952.0,4
MSC_52131.0,5
MSC_53067.0,5
MSC_66206.0,6
MSC_60751.0,0
MSC_65842.0,6
MSC_76514.0,0
MSC_86279.0,0
MSC_54977.0,6
MSC_38064.0,5
MSC_66923.0,0
MSC_24702.0,6
MSC_35601.0,4
MSC_63207.0,5
MSC_33061.0,0
MSC_86416.0,4
MSC_29604.0,4
MSC_54709.0,5
MSC_26076.0,4
MSC_73590.0,4
MSC_74018.0,0
MSC_58277.0,4
MSC_63904.0,6
MSC_55047.0,6
MSC_50646.0,0
MSC_36398.0,5
MSC_27204.0,4
MSC_68602.0,5
MSC_39494.0,5
MSC_75266.0,0
MSC_64687.0,6
MSC_65283.0,0
MSC_42621.0,5
MSC_55575.0,0
MSC_73925.0,4
MSC_22886.0,6
MSC_86177.0,5
MSC_77243.0,5
MSC_73935.0,5
MSC_78772.0,0
MSC_58653.0,6
MSC_44249.0,6
MSC_20026.0,0
MSC_90497.0,0
MSC_39148.0,0
MSC_76786.0,1
MSC_86153.0,0
MSC_68815.0,0
MSC_83539.0,2
MSC_87138.0,5
MSC_44684.0,3
MSC_49367.0,0
MSC_64301.0,6
MSC_84791.0,0
MSC_82387.0,5
MSC_41080.0,4
MSC_83239.0,6
MSC_34392.0,5
MSC_68222.0,5
MSC_75992.0,5
MSC_53554.0,5
MSC_36072.0,0
MSC_30776.0,0
MSC_57510.0,2
MSC_70633.0,6
MSC_46948.0,2
MSC_87217.0,5
MSC_28536.0,6
MSC_86443.0,0
MSC_41297.0,3
MSC_67061.0,3
MSC_39198.0,0
MSC_39973.0,4
MSC_63029.0,1
MSC_74961.0,6
MSC_42705.0,0
MSC_49525.0,6
MSC_70325.0,6
MSC_39077.0,0
MSC_51038.0,5
MSC_85091.0,0
MSC_41807.0,6
MSC_88988.0,2
MSC_88817.0,6
MSC_80722.0,6
MSC_55836.0,3
MSC_65073.0,0
MSC_82089.0,1
MSC_28197.0,6
MSC_57809.0,2
MSC_36087.0,6
MSC_75580.0,6
MSC_54467.0,0
MSC_34558.0,2
MSC_27624.0,0
MSC_65418.0,6
MSC_51726.0,6
MSC_60956.0,6
MSC_35147.0,0
MSC_61852.0,6
MSC_67199.0,6
MSC_78097.0,6
MSC_26312.0,4
MSC_86222.0,0
MSC_31718.0,1
MSC_56410.0,0
MSC_57526.0,1
MSC_45302.0,4
MSC_47720.0,3
MSC_61127.0,2
MSC_77291.0,6
MSC_52718.0,6
MSC_61096.0,4
MSC_62883.0,4
MSC_49354.0,5
MSC_24246.0,5
MSC_26140.0,0
MSC_65322.0,1
MSC_20409.0,6
MSC_60227.0,1
MSC_72630.0,0
MSC_27757.0,0
MSC_37785.0,6
MSC_74282.0,6
MSC_29877.0,4
MSC_43018.0,1
MSC_57002.0,4
MSC_78223.0,5
